dts,rr10,rr25,bf10,bf25,S,F,r,q
2012-06-29,6.285,3.495,2.235,0.5875,2.0094,2.0219,3.67,0.22
2012-07-02,6.0475,3.31,2.065,0.5925,1.9854,1.9968,7.305,0.215
2012-07-03,6.03,3.3025,2.0825,0.59,2.0155,2.0272,10.55,0.215
2012-07-04,5.775,3.215,2.225,0.565,2.0285,2.04,5.23,0.215
2012-07-05,6.05,3.31,2.0525,0.5975,2.0193,2.0321,6.72,0.215
2012-07-06,6.06,3.315,2.0525,0.6025,2.0282,2.0408,4.835,0.215
2012-07-09,6.05,3.31,2.0525,0.6,2.0324,2.0445,11.295,0.215
2012-07-10,6.035,3.31,2.0325,0.6025,2.0337,2.0455,7.77,0.215
2012-07-11,6.005,3.2975,2.0325,0.6025,2.0366,2.0483,9.355,0.215
2012-07-12,5.83,3.25,2.2275,0.58,2.0375,2.0496,6.765,0.215
2012-07-13,5.825,3.2,2.03,0.5975,2.0371,2.0492,7.095,0.21
2012-07-16,5.795,3.1825,2.0275,0.5975,2.035,2.0478,5.385,0.21
2012-07-17,5.49,3.015,2.0375,0.5825,2.0218,2.0337,2.8,0.21
2012-07-18,5.345,2.9375,2.0575,0.58,2.0232,2.0337,9.16,0.21
2012-07-19,5.045,2.77,2.0425,0.57,2.0122,2.0237,4.005,0.21
2012-07-20,5.035,2.765,2.0425,0.5675,2.0242,2.0354,10.375,0.21
2012-07-23,5.87,3.22,2.0175,0.6025,2.0387,2.0509,5.05,0.21
2012-07-24,5.83,3.2475,2.225,0.58,2.0478,2.0591,9.71,0.21
2012-07-25,6.24,3.43,2.01,0.6225,2.033,2.0441,1.76,0.21
2012-07-26,5.38,2.9975,2.2275,0.5675,2.0213,2.0339,7.44,0.21
2012-07-27,4.9975,2.7475,2.0525,0.565,2.0216,2.0332,6.665,0.21
2012-07-30,5,2.7475,2.0575,0.5625,2.0411,2.0535,10.72,0.21
2012-07-31,4.93,2.7475,2.2525,0.5425,2.0569,2.0696,9.1,0.21
2012-08-01,5,2.7475,2.0675,0.5575,2.0443,2.0557,8.45,0.21
2012-08-02,4.48,2.5,2.2525,0.5325,2.0496,2.0624,6.12,0.21
2012-08-03,4.5875,2.52,2.0525,0.5525,2.0284,2.0402,5.285,0.21
2012-08-06,4.54,2.5025,2.1025,0.545,2.0311,2.0429,7.93,0.21
2012-08-07,4.48,2.5,2.2475,0.535,2.0285,2.0397,6.23,0.21
2012-08-08,4.125,2.2675,2.0675,0.535,2.0212,2.0315,2.14,0.21
2012-08-09,4.085,2.2425,2.0625,0.53,2.0132,2.024,4.165,0.21
2012-08-10,4.0925,2.2475,2.0575,0.5325,2.0157,2.0264,4.695,0.21
2012-08-13,4.09,2.245,1.9225,0.5075,2.0209,2.0308,1.945,0.21
2012-08-14,4.13,2.27,1.8725,0.5125,2.0262,2.0368,5.245,0.21
2012-08-15,4.125,2.2675,1.8725,0.5125,2.0229,2.0331,2.865,0.21
2012-08-16,4.1,2.2525,1.8625,0.51,2.0173,2.028,5.695,0.21
2012-08-17,4.0275,2.2475,1.9025,0.4775,2.0155,2.0267,4.745,0.21
2012-08-20,4.025,2.2475,1.9025,0.4775,2.0171,2.0276,5.235,0.21
2012-08-21,3.5775,2,2.1475,0.51,2.0164,2.0258,4.33,0.21
2012-08-22,3.7675,2.07,1.9975,0.5275,2.0163,2.0258,4.495,0.21
2012-08-23,4.0275,2.2475,2.1375,0.5225,2.0238,2.0341,10.495,0.21
2012-08-24,4.0275,2.2475,2.1375,0.525,2.0266,2.0374,6.03,0.21
2012-08-27,4.025,2.2475,2.1375,0.5225,2.0336,2.0437,10.04,0.21
2012-08-28,4.52,2.485,1.995,0.5525,2.0428,2.053,4.015,0.21
2012-08-29,4.48,2.5,2.1275,0.54,2.0499,2.0589,9.07,0.21
2012-08-30,4.52,2.485,2,0.5525,2.0484,2.0583,7.77,0.21
2012-08-31,4.48,2.4975,2.1325,0.5375,2.0308,2.04,3.165,0.21
2012-09-03,4.335,2.3775,1.985,0.5425,2.0329,2.044,7.6,0.21
2012-09-04,4.2425,2.3275,1.9975,0.5375,2.0423,2.0543,6.78,0.21
2012-09-05,4.0275,2.2475,2.14,0.5225,2.0391,2.0504,5.1,0.21
2012-09-06,4.095,2.2425,1.9825,0.53,2.029,2.0391,5.195,0.21
2012-09-10,3.15,1.73,2.0175,0.5025,2.0227,2.0283,5.445,0.21
2012-09-11,3.125,1.7475,2.1525,0.4975,2.0171,2.0266,2.57,0.21
2012-09-12,3.125,1.7475,2.1475,0.5,2.026,2.0369,7.66,0.21
2012-09-13,3.01,1.66,1.845,0.475,2.0205,2.0308,4.345,0.21
2012-09-14,2.675,1.4975,1.925,0.4375,2.0121,2.0221,5.435,0.21
2012-09-17,2.675,1.4975,1.925,0.4375,2.032,2.0409,3.905,0.21
2012-09-18,2.765,1.5225,1.725,0.44,2.0234,2.0314,4.545,0.21
2012-09-19,2.66,1.475,1.8375,0.4725,2.0246,2.033,5.415,0.21
2012-09-20,2.67,1.4975,1.92,0.44,2.0214,2.0288,2.855,0.21
2012-09-21,2.6725,1.4975,1.92,0.44,2.0231,2.0276,3.155,0.21
2012-09-24,2.6425,1.47,1.875,0.4425,2.0256,2.0343,6.905,0.21
2012-09-25,2.67,1.4975,1.8175,0.4425,2.0307,2.0405,9.795,0.21
2012-09-26,3.5725,1.9975,1.795,0.4725,2.0356,2.0454,6.395,0.21
2012-09-27,3.5725,1.9975,1.7925,0.475,2.0296,2.0384,2.88,0.21
2012-09-28,3.12,1.7475,1.8025,0.4625,2.0264,2.0344,0.59,0.21
2012-10-01,3.12,1.745,1.7975,0.4625,2.0268,2.0347,4.305,0.21
2012-10-02,2.69,1.4925,2.1525,0.5675,2.0259,2.033,3.585,0.21
2012-10-03,2.67,1.4975,2.4575,0.6,2.023,2.0296,1.775,0.21
2012-10-04,2.78,1.54,2.0975,0.605,2.0189,2.0271,6.09,0.21
2012-10-05,2.7775,1.535,2.0975,0.6025,2.0306,2.04,7.005,0.21
2012-10-08,3.11,1.735,2.435,0.605,2.0297,2.0378,5.64,0.21
2012-10-09,3.355,1.845,2.1925,0.6475,2.0355,2.0441,3.89,0.21
2012-10-10,3.7425,2.0275,2.1025,0.6275,2.0417,2.0517,7.855,0.21
2012-10-11,3.7425,2.0425,2.1025,0.6325,2.0426,2.0506,7.585,0.21
2012-10-15,3.95,2.185,2.0275,0.6525,2.0357,2.0439,3.57,0.21
2012-10-16,3.7375,2.0675,2.1425,0.6325,2.0337,2.042,2.775,0.21
2012-10-17,3.79,2.0925,1.885,0.6175,2.0311,2.0398,1.115,0.21
2012-10-18,3.47,1.9975,2.1975,0.5825,2.0271,2.0359,4.675,0.21
2012-10-19,3.0275,1.7475,2.21,0.5675,2.0273,2.0358,4.925,0.21
2012-10-22,3.03,1.7475,2.2075,0.57,2.0242,2.0333,3.32,0.21
2012-10-23,3.29,1.875,2.0875,0.5825,2.0272,2.036,4.515,0.21
2012-10-24,3.3,1.85,1.9025,0.595,2.0259,2.0342,3.775,0.21
2012-10-25,3.3025,1.8975,2.18,0.58,2.0259,2.0349,3.825,0.21
2012-10-26,3.045,1.7525,2.1975,0.575,2.027,2.0352,5.255,0.21
2012-10-29,3.16,1.775,2.02,0.58,2.0329,2.0408,6.69,0.21
2012-10-30,3.15,1.7675,2.0225,0.58,2.0307,2.0387,6.69,0.21
2012-10-31,3.4625,1.94,2.0175,0.59,2.0308,2.0397,7.55,0.21
2012-11-01,3.1275,1.7975,2.185,0.575,2.0314,2.0387,6.395,0.21
2012-11-05,3.475,1.995,2.1575,0.59,2.0352,2.0421,1.375,0.21
2012-11-06,3.43,1.925,1.8425,0.625,2.0321,2.0395,-0.185,0.21
2012-11-07,3.4775,1.9975,2.1325,0.6,2.0339,2.0415,0.685,0.21
2012-11-08,3.43,1.9175,1.8625,0.61,2.0405,2.0475,4.575,0.21
2012-11-09,5.2325,2.9925,2.0625,0.6775,2.0462,2.0543,3.93,0.21
2012-11-12,5.23,2.9925,2.0775,0.67,2.051,2.0599,6.845,0.21
2012-11-13,5.6725,3.25,2.13,0.6625,2.0584,2.0666,4.54,0.21
2012-11-14,6.11,3.5,2.0625,0.7075,2.0666,2.0759,3.82,0.21
2012-11-16,6.11,3.5,2.075,0.7025,2.0851,2.0949,7.375,0.21
2012-11-19,6.105,3.4875,2.1325,0.6725,2.0823,2.0917,5.41,0.21
2012-11-20,6.11,3.495,2.135,0.6725,2.0806,2.0891,5.43,0.21
2012-11-21,6.5475,3.745,2.1325,0.6875,2.0985,2.1074,9.345,0.21
2012-11-22,6.5425,3.735,2.12,0.6875,2.1045,2.1137,11.165,0.21
2012-11-23,6.5475,3.755,2.0625,0.7225,2.0815,2.0908,0.205,0.21
2012-11-26,5.81,3.265,1.84,0.72,2.0814,2.0894,5.64,0.21
2012-11-27,5.4075,3.0975,1.8775,0.625,2.0838,2.0931,7.14,0.21
2012-11-28,5.6725,3.25,1.885,0.63,2.0935,2.1017,6.635,0.21
2012-11-29,6.1025,3.48,1.8275,0.6625,2.0987,2.1077,4.685,0.21
2012-11-30,6.1075,3.49,1.88,0.6425,2.136,2.1457,8.485,0.21
2012-12-03,6.9675,4.02,1.82,0.6975,2.1235,2.127,7.8,0.21
2012-12-04,6.485,3.5725,1.66,0.6025,2.1198,2.1225,6.36,0.21
2012-12-05,6.44,3.5825,1.515,0.5975,2.0879,2.106,2.13,0.21
2012-12-06,5.5,2.9875,1.545,0.5275,2.0774,2.085,2.3,0.21
2012-12-07,5.42,2.9575,1.55,0.5475,2.0751,2.093,1.355,0.21
2012-12-10,5.4725,3.005,1.575,0.585,2.0773,2.085,1.9,0.21
2012-12-11,5.225,2.8525,1.565,0.5375,2.0787,2.0874,8.4,0.21
2012-12-12,4.97,2.7175,1.54,0.5075,2.0722,2.081,4.43,0.21
2012-12-13,4.85,2.6325,1.59,0.4975,2.0856,2.086,6.43,0.21
2012-12-14,4.675,2.5675,1.575,0.4975,2.086,2.0935,6.08,0.21
2012-12-17,4.6275,2.5025,1.6225,0.495,2.0996,2.1035,8.255,0.21
2012-12-18,4.605,2.4725,1.57,0.4825,2.089,2.092,3.27,0.21
2012-12-19,3.635,2.045,1.57,0.435,2.0718,2.0725,4.56,0.21
2012-12-20,3.305,1.8175,1.39,0.3775,2.0693,2.0635,9.09,0.21
2012-12-21,3.3,1.8425,1.385,0.3725,2.0791,2.0835,7.485,0.21
2012-12-24,3.31,1.825,1.4025,0.3825,2.08,2.0835,2.49,0.21
2012-12-26,3.105,1.6975,1.415,0.375,2.0491,2.0556,5.025,0.21
2012-12-27,3,1.67,1.405,0.365,2.0434,2.051,2.985,0.21
2012-12-28,3.02,1.69,1.345,0.36,2.0475,2.055,5.405,0.21
2012-12-31,3.1975,1.735,1.5175,0.4,2.0516,2.0603,5.56,0.21
2013-01-02,3.055,1.6775,1.29,0.3525,2.0457,2.0531,4.6,0.21
2013-01-03,2.92,1.5925,1.395,0.3675,2.0457,2.0509,4.855,0.21
2013-01-04,2.885,1.5625,1.415,0.3775,2.0325,2.046,2.995,0.21
2013-01-07,3.21,1.7575,1.355,0.4,2.0276,2.0364,5.165,0.21
2013-01-08,2.925,1.5925,1.44,0.3825,2.0415,2.0498,7.1,0.21
2013-01-09,2.865,1.5725,1.425,0.3725,2.0408,2.0484,6.5,0.21
2013-01-10,2.885,1.58,1.32,0.385,2.029,2.0373,6.54,0.21
2013-01-11,2.785,1.525,1.3,0.375,2.0339,2.043,3.165,0.21
2013-01-14,3.055,1.66,1.4075,0.4,2.0316,2.037,7.67,0.21
2013-01-15,2.6775,1.4675,1.355,0.3775,2.0358,2.044,4.28,0.21
2013-01-16,2.78,1.54,1.27,0.375,2.0424,2.0505,7.745,0.21
2013-01-17,2.76,1.51,1.24,0.39,2.0388,2.0452,6.175,0.21
2013-01-18,2.725,1.5075,1.24,0.37,2.0414,2.0474,5.465,0.21
